@id,@lon,@lat,name,description
6543906874,22.0705014,41.3563223,Три Дабици,744
6556478524,21.7556476,42.1194334,Голем Рид,403
6556478526,21.7394697,42.1308925,Елезов Камен,363
6565530778,22.5606899,41.8079301,Чупино Брдо,1725
6568723444,20.7075516,41.3914345,Алипашица,1984
6593125957,21.1843498,40.9741348,Партизански Врв,2310
6593125965,21.1982806,40.9630214,Ветерница,2400
7048118311,22.634426,41.3005482,Красица,166
7082347173,21.9670205,41.3690819,Плочата,514
7132585558,22.442371,41.794175,Црквиште,1696
7307624915,20.7499356,42.027804,Клеч,2414
7528185201,21.2560134,41.3400467,Мечкин Камен,1453
7564082502,21.1739792,41.9723179,Мајкин Крст,656
7570281387,21.2693605,40.9804112,Неолица,1885
7577504259,22.0576,42.3091333,Голема клада,1234
7579417034,21.9009333,42.3016167,Градиште,984
7580130885,21.9123334,42.3040167,Китка,1211
7590595237,21.2733937,41.9456547,Штрбина,1184
7590609051,21.2466789,41.9407872,Раса,1369
7769999290,21.9282714,42.3100365,Вирови,1284
7781952595,21.7236914,42.2656295,Маминскобрдо,576
7819038404,21.9206974,42.3063843,Среден Камен,1196
7819497040,22.2533,42.3534334,Чупино брдо,1710
7819497059,22.0669333,42.2960333,Чука,1320
7878960717,20.6911871,41.4900833,Само Дрво,1400
7902972368,21.3177925,41.0694477,Св. Илија,869
7998084052,21.4972615,41.2654778,Галабник,769
8179298380,21.3565204,41.4768229,Кукулајца,836
8357393477,21.7169604,41.2058438,Градот,484
8845716957,21.7861972,40.9306504,Кајмакчалан,2524
8848292746,21.2154667,40.9499833,Голема Грива,2175
8848292748,21.2417676,40.9444266,Муза,2340
8848292749,21.2639537,40.9609762,Скрково,2146
8848569318,21.2168819,40.9665592,Мразарник,2225
8848569319,21.2324279,40.9692255,Мала Грива,1916
8849257093,21.1136407,41.0089866,Мала Чука,2009
8849257094,21.1268153,40.9849457,Голема Чука,2155
8850712741,21.1501308,41.0402366,Чаула,1657
8850804717,21.1917059,41.0411564,Кале,1615
8850804718,21.1040768,41.0339837,Чун,1709
8850804719,21.0991018,41.0279018,Кодра,1739
8911940916,21.260687,40.9949061,Чука,1769
8922458914,21.2682832,40.9785122,Црна Стена,1909
8939343646,20.857076,41.0976802,Visok Vrv,1644
8941374762,21.2954446,40.9492417,Дупен Камен,1461
8944431577,21.3125952,40.9482352,Орлов Камен,1309
8944431578,21.323181,40.956168,Драгуша,1409
8945053104,21.3382511,40.9665665,Терзијев Врв,1288
8945053105,21.3314222,40.9617502,Црквиште,1215
8945058382,21.2972613,40.9708036,Горна Тумба,1486
8945092743,21.2847144,40.9638681,Зол Камен,1580
8945097458,21.3004685,40.9763461,Долна Тумба,1276
9147441040,20.5211991,41.2751415,Пупољак,2054
9147445265,20.8800033,40.9897021,Томорос,1675
9147493556,20.8313872,40.9695554,Лако Сигној (Вакафски Гној),1973
9147547418,20.8467278,41.0043981,Чумо Влага (Бугарска Чука),1801
9147713483,20.6729495,41.6615737,Голем Рид,2015
9148154489,20.6280061,41.6369645,Карбула,2151
9159350809,21.8974581,41.3439471,Орле,1480
9159454907,21.0274214,42.1338351,Доброшки врв,2370
9161383744,21.0092515,42.1506214,Езерска Чука,2586
9161420045,20.9099677,41.1085274,Исток,1586
9161427583,20.5217505,41.2264149,Чумин Врв,2125
